name,frequency,ratio
.raku,6,0
.rda,6,0
.red,6,0
.regexp,6,0
.roff,6,0
.sa,6,0
.scons,6,0
.security,6,0
.seed,6,0
.sggcc,6,0
.sgmodule,6,0
.sha,6,0
.shfbproj,6,0
.shtml,6,0
.signature,6,0
.sin,6,0
.sky,6,0
.sl,6,0
.slint,6,0
.so9,6,0
.spdx,6,0
.sqm,6,0
.stamp,6,0
.stencil,6,0
.str,6,0
.sunos,6,0
.sysconfig,6,0
.tdd,6,0
.terminfo,6,0
.thm,6,0
.tlog,6,0
.tools,6,0
.tour,6,0
.tr,6,0
.travis,6,0
.tres,6,0
.tsp,6,0
.type,6,0
.unx,6,0
.uplugin,6,0
.users,6,0
.uvoptx,6,0
.vader,6,0
.valgrind,6,0
.vcf,6,0
.vcwin32,6,0
.voc,6,0
.vstemplate,6,0
.wal,6,0
.wmv,6,0
.xm,6,0
.xtend,6,0
.yang,6,0
.yrl,6,0
.yuv,6,0
.28,5,0
.30,5,0
.36,5,0
.3gp,5,0
.8-alpha,5,0
.APACHE2,5,0
.BSD-2-Clause,5,0
.ChangeLog,5,0
.Configure,5,0
.DAT,5,0
.DLL,5,0
.Factory,5,0
.FlashPoint,5,0
.HC,5,0
.LZO,5,0
.Locking,5,0
.MAC,5,0
.PrjPCB,5,0
.SKIP,5,0
.STEP,5,0
.ScriptEngineFactory,5,0
.T,5,0
.UNIX,5,0
.VMS,5,0
.acf,5,0
.act,5,0
.aic79xx,5,0
.aic7xxx,5,0
.al,5,0
.alfredworkflow,5,0
.aml,5,0
.arcmsr,5,0
.armhf,5,0
.ascx,5,0
.ash,5,0
.asis,5,0
.asl,5,0
.asmx,5,0
.at,5,0
.auto,5,0
.avs,5,0
.back,5,0
.bal,5,0
.before,5,0
.benchmark,5,0
.binfmt,5,0
.binlog,5,0
.bit,5,0
.blg,5,0
.bpl,5,0
.bsp,5,0
.btl,5,0
.bugfix,5,0
.cairo,5,0
.cdr,5,0
.cegcc,5,0
.cfs,5,0
.ch,5,0
.changes,5,0
.check,5,0
.cjsx,5,0
.ckpt,5,0
.classes,5,0
.clean,5,0
.clp,5,0
.cmm,5,0
.compile,5,0
.compiled,5,0
.coverage,5,0
.cputype,5,0
.cron,5,0
.cypher,5,0
.dasc,5,0
.data-00000-of-00002,5,0
.data-00001-of-00002,5,0
.dbml,5,0
.dcl,5,0
.deflate,5,0
.demo,5,0
.diag,5,0
.dino,5,0
.distroless,5,0
.dlg,5,0
.dmp,5,0
.doap,5,0
.docbook,5,0
.docopt,5,0
.emscripten,5,0
.epf,5,0
.evtx,5,0
.explain,5,0
.extension,5,0
.ez,5,0
.f95,5,0
.fake,5,0
.fam,5,0
.fio,5,0
.fp,5,0
.fsx,5,0
.ftlh,5,0
.gdshader,5,0
.gitattributes,5,0
.gitconfig,5,0
.github-issues,5,0
.glif,5,0
.glyph,5,0
.golang,5,0
.goreleaser,5,0
.gox,5,0
.gram,5,0
.graph,5,0
.grd,5,0
.hdf,5,0
.hip,5,0
.hotplug,5,0
.hp300,5,0
.hql,5,0
.hqx,5,0
.hu,5,0
.hy,5,0
.icon,5,0
.id,5,0
.idb,5,0
.ide,5,0
.idr,5,0
.image,5,0
.imba,5,0
.inc_shipped,5,0
.incl,5,0
.included,5,0
.iosched,5,0
.ipf,5,0
.jammy,5,0
.javascript,5,0
.jceks,5,0
.jni,5,0
.jsonp,5,0
.jte,5,0
.jwk,5,0
.jxl,5,0
.kra,5,0
.latex,5,0
.ldiff,5,0
.lean,5,0
.lf,5,0
.lic,5,0
.link,5,0
.llvm,5,0
.lpfc,5,0
.lpr,5,0
.lproj,5,0
.lps,5,0
.lsl,5,0
.lsm,5,0
.lzo,5,0
.m3,5,0
.m32,5,0
.marko,5,0
.matlab,5,0
.mcmeta,5,0
.mdj,5,0
.mdoc,5,0
.megaraid,5,0
.megaraid_sas,5,0
.metallib,5,0
.mgw,5,0
.mht,5,0
.mobileprovision,5,0
.modes,5,0
.mojo,5,0
.mojom,5,0
.monitoring,5,0
.monopic,5,0
.mozilla,5,0
.mps,5,0
.musl,5,0
.mv,5,0
.mvt,5,0
.mxml,5,0
.myapp,5,0
.nas,5,0
.nc,5,0
.ncr53c8xx,5,0
.ne,5,0
.nfc,5,0
.nq,5,0
.nvm,5,0
.ocio,5,0
.openrc,5,0
.opf,5,0
.p7b,5,0
.pa,5,0
.pcf,5,0
.pcm,5,0
.pe,5,0
.pgsql,5,0
.phps,5,0
.pk8,5,0
.plain,5,0
.pos,5,0
.ppc64le,5,0
.pprof,5,0
.prc,5,0
.projbuild,5,0
.prolog,5,0
.prompt,5,0
.property,5,0
.proptest-regressions,5,0
.protobuf,5,0
.provides,5,0
.ps1xml,5,0
.pvk,5,0
.py3,5,0
.qasm,5,0
.qbs,5,0
.qhp,5,0
.qls,5,0
.qoi,5,0
.query,5,0
.ras,5,0
.reference,5,0
.rels,5,0
.rest,5,0
.rmd,5,0
.rom,5,0
.routes,5,0
.rpc,5,0
.sb,5,0
.sbn,5,0
.scratch,5,0
.sd,5,0
.sdf,5,0
.sdp,5,0
.serialized,5,0
.sixel,5,0
.sjs,5,0
.sk,5,0
.skeleton,5,0
.skin,5,0
.smp,5,0
.smt,5,0
.smt2,5,0
.spl,5,0
.sst,5,0
.stan,5,0
.standalone,5,0
.stop,5,0
.sug,5,0
.sw,5,0
.swg,5,0
.swiftinterface,5,0
.swiftsourceinfo,5,0
.swo,5,0
.sym53c8xx,5,0
.sym53c8xx_2,5,0
.syntax,5,0
.sysusers,5,0
.tcss,5,0
.templates,5,0
.terrainlayer,5,0
.tesc,5,0
.tese,5,0
.tfrecord,5,0
.tfrecords,5,0
.ths,5,0
.tmPreferences,5,0
.todo,5,0
.top,5,0
.tpp,5,0
.trans,5,0
.ttar,5,0
.ttcn,5,0
.ttinclude,5,0
.txz,5,0
.u2f,5,0
.ungram,5,0
.unused,5,0
.ur,5,0
.uuid,5,0
.vagrant,5,0
.vbp,5,0
.vendor,5,0
.vh,5,0
.vox,5,0
.words,5,0
.workflow,5,0
.workspace,5,0
.wrl,5,0
.xap,5,0
.xd,5,0
.xjb,5,0
.xrc,5,0
.xshd,5,0
.zim,5,0
.zstd,5,0
